country_code,nace_r2_code,year,gross_exports_usd_m,trade_available
FR,C22-C23,2001,11274.311730794881,True
FR,C22-C23,2002,11929.469104632955,True
FR,C22-C23,2003,14139.614536695544,True
FR,C22-C23,2004,16568.984601770706,True
FR,C22-C23,2005,17056.25340882348,True
FR,C22-C23,2006,18473.247498764373,True
FR,C22-C23,2007,21447.16506645826,True
FR,C22-C23,2008,22752.860321849428,True
FR,C22-C23,2009,17437.511819965846,True
FR,C22-C23,2010,18045.4304422098,True
FR,C22-C23,2011,20477.71081146308,True
FR,C22-C23,2012,18831.31455369231,True
FR,C22-C23,2013,19638.211004031185,True
FR,C22-C23,2014,19875.464110905166,True
FR,C24-C25,2000,20835.243032554434,True
FR,C24-C25,2001,20224.288711729394,True
FR,C24-C25,2002,21137.060559873527,True
FR,C24-C25,2003,24674.098456690124,True
FR,C24-C25,2004,30724.886588078327,True
FR,C24-C25,2005,33611.98336888689,True
FR,C24-C25,2006,40199.77007197957,True
FR,C24-C25,2007,48125.16356123422,True
FR,C24-C25,2008,51914.036608137016,True
FR,C24-C25,2009,32910.29431600197,True
FR,C24-C25,2010,35869.06470376007,True
FR,C24-C25,2011,41815.30425541283,True
FR,C24-C25,2012,36620.226589911814,True
FR,C24-C25,2013,35562.21759336461,True
FR,C24-C25,2014,35010.409484443495,True
FR,C26-C27,2000,47383.11921832543,True
FR,C26-C27,2001,43087.55520817026,True
FR,C26-C27,2002,40847.23550857369,True
FR,C26-C27,2003,44128.50028565532,True
FR,C26-C27,2004,51864.68661307849,True
FR,C26-C27,2005,53579.484918602684,True
FR,C26-C27,2006,58373.73214400281,True
FR,C26-C27,2007,59518.82515229755,True
FR,C26-C27,2008,62866.07454455391,True
FR,C26-C27,2009,48471.08512927483,True
FR,C26-C27,2010,50548.87030759323,True
FR,C26-C27,2011,55759.9360285398,True
FR,C26-C27,2012,50021.1986677447,True
FR,C26-C27,2013,52480.888063287835,True
FR,C26-C27,2014,50631.540124641964,True
FR,C28,2000,21717.461159167236,True
FR,C28,2001,22130.345834145966,True
FR,C28,2002,23994.15993253482,True
FR,C28,2003,28124.03107073596,True
FR,C28,2004,32507.221938409122,True
FR,C28,2005,34615.03754373632,True
FR,C28,2006,38998.65019923181,True
FR,C28,2007,48465.571200512946,True
FR,C28,2008,53913.22770121415,True
FR,C28,2009,37122.17346287446,True
FR,C28,2010,36680.96874256225,True
FR,C28,2011,43303.964594541656,True
FR,C28,2012,41085.59409395325,True
FR,C28,2013,41635.52722533052,True
FR,C28,2014,43142.74477034905,True
FR,C29-C30,2000,65297.25573054085,True
FR,C29-C30,2001,68300.24318863192,True
FR,C29-C30,2002,71632.03435134047,True
FR,C29-C30,2003,84475.41520496909,True
FR,C29-C30,2004,99122.70133992465,True
FR,C29-C30,2005,101538.33765177762,True
FR,C29-C30,2006,107679.77374964184,True
FR,C29-C30,2007,118771.67543047914,True
FR,C29-C30,2008,127451.33402678394,True
FR,C29-C30,2009,92844.5195041601,True
FR,C29-C30,2010,101565.8541239411,True
FR,C29-C30,2011,110402.30156923129,True
FR,C29-C30,2012,108521.91754518208,True
FR,C29-C30,2013,113817.57085639967,True
