term,coef_country_cluster,se_country_cluster,p_country_cluster,coef_entity_cluster,se_entity_cluster,p_entity_cluster,coef_driscoll_kraay,se_driscoll_kraay,p_driscoll_kraay,p_wild_cluster,ci95_low_country_cluster,ci95_high_country_cluster
ln_robots_lag1,0.002101160052550413,0.006963423895691427,0.7628484636963416,0.002101160052550413,0.005960048933637096,0.7244327720645714,0.0021011600525458465,0.0019697559870799452,0.2862244110222738,0.7647647647647647,-0.011547150783004783,0.01574947088810561
ln_robots_lag1:coord_pre_c,0.014209500540588046,0.005337082365014453,0.00775833535549636,0.014209500540588046,0.00462449418185338,0.002121597177771034,0.014209500540585791,0.0013014732839445166,0.0,0.1011011011011011,0.00374881910515972,0.02467018197601637
